38.188477,-123.20068,0.667
38.182983,-123.20618,0.639
38.182983,-123.21167,0.60500002
38.17749,-123.21716,0.56699997
38.17749,-123.21716,0.54400003
38.171997,-123.22266,0.52399999
38.171997,-123.22815,0.49000001
38.166504,-123.23364,0.45199999
38.161011,-123.23914,0.421
38.161011,-123.24463,0.403
38.155518,-123.25012,0.389
38.155518,-123.25562,0.377
38.150024,-123.26111,0.36399999
38.150024,-123.2666,0.35699999
38.144531,-123.27209,0.352
38.139038,-123.27759,0.336
38.139038,-123.27759,0.31999999
38.133545,-123.28308,0.31600001
38.128052,-123.28857,0.317
38.128052,-123.29407,0.31200001
38.122559,-123.29956,0.303
38.122559,-123.30505,0.29699999
38.117065,-123.31055,0.294
38.111572,-123.31055,0.29699999
38.111572,-123.31604,0.29899999
38.106079,-123.32153,0.30199999
38.100586,-123.32703,0.303
38.100586,-123.33252,0.30599999
38.095093,-123.33801,0.30399999
38.095093,-123.34351,0.30500001
38.0896,-123.349,0.30700001
38.0896,-123.35449,0.303
38.0896,-123.35999,0.30000001
38.095093,-123.37097,0.30000001
38.095093,-123.37097,0.30000001
38.095093,-123.37646,0.33500001
38.095093,-123.37646,0.33500001
38.100586,-123.38196,0.38699999
38.100586,-123.39294,0.44
38.106079,-123.39844,0.51200002
38.106079,-123.39844,0.51200002
38.106079,-123.40393,0.58899999
38.111572,-123.41492,0.67000002
38.111572,-123.42041,0.74000001
38.111572,-123.4259,0.78100002
38.117065,-123.43689,0.81800002
38.117065,-123.44238,0.85600001
38.117065,-123.44238,0.85600001
38.122559,-123.44788,0.87900001
38.128052,-123.45337,0.88999999
38.128052,-123.45886,0.884
38.133545,-123.46985,0.91900003
38.133545,-123.47534,0.94599998
38.139038,-123.48083,0.94199997
38.139038,-123.49182,0.93800002
38.144531,-123.49731,0.93300003
38.150024,-123.50281,0.92000002
38.150024,-123.5083,0.91000003
38.155518,-123.51929,0.90899998
38.161011,-123.52478,0.91299999
38.161011,-123.53027,0.91399997
38.166504,-123.54126,0.91500002
38.171997,-123.54675,0.91500002
38.171997,-123.55225,0.91500002
38.17749,-123.55774,0.91299999
38.17749,-123.56323,0.912
38.182983,-123.56873,0.91299999
38.182983,-123.57422,0.91299999
38.188477,-123.57971,0.912
38.19397,-123.58521,0.912
38.19397,-123.59619,0.91299999
38.199463,-123.60168,0.912
38.199463,-123.60718,0.912
38.204956,-123.61267,0.91100001
38.210449,-123.61816,0.91100001
38.210449,-123.62915,0.91000003
38.215942,-123.63464,0.91000003
38.221436,-123.64014,0.91000003
38.221436,-123.64563,0.90899998
38.226929,-123.65112,0.90799999
38.226929,-123.66211,0.90499997
38.232422,-123.6676,0.90799999
38.237915,-123.6731,0.90799999
38.237915,-123.67859,0.90799999
38.243408,-123.68408,0.90700001
38.243408,-123.68958,0.90700001
38.248901,-123.70056,0.90799999
38.254395,-123.70605,0.91100001
38.254395,-123.71155,0.91000003
38.259888,-123.71704,0.91100001
38.259888,-123.72253,0.912
38.265381,-123.72803,0.90899998
38.270874,-123.73352,0.90499997
38.270874,-123.73901,0.90499997
38.276367,-123.75,0.90799999
38.276367,-123.75549,0.91299999
38.28186,-123.76099,0.91000003
38.287354,-123.76648,0.90799999
38.292847,-123.77197,0.91000003
38.29834,-123.77197,0.91500002
38.303833,-123.77197,0.926
38.309326,-123.77197,0.96799999
38.320312,-123.77197,0.1017
38.325806,-123.76648,0.105
38.325806,-123.76648,0.105
38.331299,-123.76099,0.1089
